lon,lat,magt_2010,magt_2023,dmagt,alt_2010,alt_2023,dalt
64.50352897620225,55.25088154977117,4.4737387,4.5537333,0.07999468,5.7526636,6.192457,0.4397936
64.74607410291452,55.25088154977117,4.0178847,4.402013,0.3841281,4.6398177,5.058215,0.41839743
64.99760238246797,55.25088154977117,4.1714683,4.517341,0.34587288,5.3928413,5.6876016,0.29476023
65.24913066202144,55.25088154977117,3.7830734,3.9297268,0.14665341,4.812125,4.7982965,-0.013828754
65.50065894157491,55.25088154977117,4.569667,4.787734,0.21806717,5.3776035,5.915848,0.53824425
65.75218722112838,55.25088154977117,4.5955048,4.927481,0.3319764,5.669894,5.996501,0.32660675
66.00371550068185,55.25088154977117,4.2509828,4.6950655,0.44408274,5.086727,5.338564,0.25183678
66.24626062739412,55.25088154977117,4.6461005,4.7241726,0.07807207,5.05902,5.874264,0.8152437
66.49778890694758,55.25088154977117,4.348837,4.8030086,0.45417166,5.747431,6.215649,0.46821833
66.74931718650105,55.25088154977117,4.4117327,4.5101438,0.09841108,5.426177,5.6721883,0.24601126
67.00084546605451,55.25088154977117,4.216383,4.808348,0.5919652,5.6868825,5.990498,0.30361557
67.25237374560798,55.25088154977117,4.5782804,4.581156,0.002875328,3.7825267,5.7841144,2.0015876
67.50390202516145,55.25088154977117,4.500194,4.5311146,0.030920506,5.081058,5.948169,0.8671112
67.74644715187371,55.25088154977117,4.5204115,4.635152,0.11474037,5.6980796,5.944689,0.24660921
67.99797543142718,55.25088154977117,4.3312907,4.6006584,0.2693677,3.6828365,4.6543837,0.9715471
68.24950371098065,55.25088154977117,4.3632274,4.509667,0.14643955,5.451922,5.745902,0.29398012
68.50103199053412,55.25088154977117,4.205353,4.2065105,0.0011577606,4.876369,5.301234,0.42486477
68.75256027008759,55.25088154977117,4.4146543,4.6306586,0.21600437,3.8825696,5.7236867,1.8411171
69.00408854964105,55.25088154977117,4.359663,4.8567557,0.49709272,5.7076693,6.005832,0.29816294
69.24663367635331,55.25088154977117,4.53542,4.592168,0.056747913,5.7140274,5.9647455,0.25071812
69.49816195590678,55.25088154977117,4.1212916,4.3164496,0.195158,5.508717,5.519895,0.011178017
69.74969023546025,55.25088154977117,4.3371296,4.9029975,0.5658679,5.757598,6.1965375,0.43893957
70.00121851501372,55.25088154977117,4.444158,4.9236894,0.4795313,5.7230086,5.9973693,0.27436066
70.25274679456719,55.25088154977117,4.2248874,4.8675637,0.64267635,5.7859306,5.9403076,0.15437698
70.50427507412064,55.25088154977117,4.04126,4.6657124,0.6244526,5.427555,5.6813855,0.25383043
70.74682020083291,55.25088154977117,4.3679953,5.0707874,0.70279217,5.862875,5.8351607,-0.027714252
